architecture,category,task_id,passed,passed_at_1,passed_at,n_attempts,n_reflections,n_turns,involved_classes,n_llm_calls,n_tool_calls,input_tokens,output_tokens,total_tokens,peak_context,latency_s,max_steps_hits,error_type,error_message
baseline,miss_param,multi_turn_miss_param_161,True,,,,,4,MathAPI|TravelAPI,7,3,36432,529,36961,5584,6.76,0,,
baseline,miss_param,multi_turn_miss_param_164,False,,,,,5,TravelAPI,13,8,47997,1114,49111,4467,13.57,0,multi_turn:execution_response_mismatch,Model response execution results so far does not contain all the ground truth response execution results for turn 0.
baseline,miss_param,multi_turn_miss_param_165,False,,,,,6,TicketAPI|TravelAPI,11,5,50233,762,50995,5087,9.48,0,multi_turn:instance_state_mismatch,Model instance for TravelAPI does not match the state with ground truth instance.
baseline,miss_param,multi_turn_miss_param_169,False,,,,,3,MessageAPI|TravelAPI,8,5,34968,792,35760,4954,9.87,0,multi_turn:irrelevance_error:decoder_success,Model outputs valid function calls when it should not for turn 0.
baseline,miss_param,multi_turn_miss_param_17,False,,,,,4,MessageAPI|GorillaFileSystem,11,7,46292,660,46952,4670,8.71,0,multi_turn:empty_turn_model_response,Model response list is empty for turn 3
baseline,miss_param,multi_turn_miss_param_170,False,,,,,7,TwitterAPI|TravelAPI,19,12,106849,1341,108190,6655,17.09,0,multi_turn:instance_state_mismatch,Model instance for TravelAPI does not match the state with ground truth instance.
baseline,miss_param,multi_turn_miss_param_180,False,,,,,7,TicketAPI|TravelAPI,26,19,157090,3475,160565,8474,40.22,0,multi_turn:instance_state_mismatch,Model instance for TravelAPI does not match the state with ground truth instance.
baseline,miss_param,multi_turn_miss_param_186,False,,,,,7,TwitterAPI|TravelAPI,16,9,89416,1324,90740,6457,15.66,0,multi_turn:irrelevance_error:decoder_success,Model outputs valid function calls when it should not for turn 5.
baseline,miss_param,multi_turn_miss_param_190,False,,,,,6,TicketAPI|TravelAPI,11,5,52575,1042,53617,5491,12.27,0,multi_turn:empty_turn_model_response,Model response list is empty for turn 1
baseline,miss_param,multi_turn_miss_param_194,False,,,,,7,TravelAPI,16,9,66116,1693,67809,5210,19.56,0,multi_turn:instance_state_mismatch,Model instance for TravelAPI does not match the state with ground truth instance.
baseline,miss_param,multi_turn_miss_param_197,False,,,,,4,MessageAPI|TravelAPI,17,13,87113,2196,89309,6518,25.07,0,multi_turn:instance_state_mismatch,Model instance for TravelAPI does not match the state with ground truth instance.
baseline,miss_param,multi_turn_miss_param_2,False,,,,,6,TicketAPI|GorillaFileSystem,32,26,180055,2387,182442,7213,30.99,0,multi_turn:instance_state_mismatch,Model instance for GorillaFileSystem does not match the state with ground truth instance.
baseline,miss_param,multi_turn_miss_param_20,False,,,,,3,TwitterAPI|GorillaFileSystem,9,6,43431,566,43997,5188,7.16,0,multi_turn:empty_turn_model_response,Model response list is empty for turn 1
baseline,miss_param,multi_turn_miss_param_22,True,,,,,5,TwitterAPI|GorillaFileSystem,12,7,59413,676,60089,5533,8.82,0,,
baseline,miss_param,multi_turn_miss_param_3,False,,,,,3,GorillaFileSystem,47,45,246454,3852,250306,7733,48.14,1,multi_turn:instance_state_mismatch,Model instance for GorillaFileSystem does not match the state with ground truth instance.
baseline,miss_param,multi_turn_miss_param_32,False,,,,,3,GorillaFileSystem|MathAPI,7,4,35075,404,35479,5256,5.36,0,multi_turn:instance_state_mismatch,Model instance for GorillaFileSystem does not match the state with ground truth instance.
baseline,miss_param,multi_turn_miss_param_33,False,,,,,6,MessageAPI|GorillaFileSystem,12,6,50198,477,50675,4583,6.9,0,multi_turn:empty_turn_model_response,Model response list is empty for turn 4
baseline,miss_param,multi_turn_miss_param_34,False,,,,,3,GorillaFileSystem|MathAPI,8,5,41261,536,41797,5476,7.08,0,multi_turn:instance_state_mismatch,Model instance for GorillaFileSystem does not match the state with ground truth instance.
baseline,miss_param,multi_turn_miss_param_37,False,,,,,4,GorillaFileSystem,10,6,35161,1073,36234,4333,12.08,0,multi_turn:execution_response_mismatch,Model response execution results so far does not contain all the ground truth response execution results for turn 0.
baseline,miss_param,multi_turn_miss_param_4,False,,,,,4,TwitterAPI|GorillaFileSystem,10,6,48902,673,49575,5347,8.65,0,multi_turn:instance_state_mismatch,Model instance for TwitterAPI does not match the state with ground truth instance.
baseline,miss_param,multi_turn_miss_param_49,False,,,,,5,GorillaFileSystem|MathAPI,11,6,58787,806,59593,5885,9.86,0,multi_turn:execution_response_mismatch,Model response execution results so far does not contain all the ground truth response execution results for turn 4.
baseline,miss_param,multi_turn_miss_param_55,True,,,,,6,TicketAPI|VehicleControlAPI,17,11,83364,1342,84706,5910,16.02,0,,
baseline,miss_param,multi_turn_miss_param_56,True,,,,,4,VehicleControlAPI,14,10,48014,854,48868,3988,10.79,0,,
baseline,miss_param,multi_turn_miss_param_57,True,,,,,3,VehicleControlAPI|MathAPI,7,4,34819,373,35192,5233,4.78,0,,
baseline,miss_param,multi_turn_miss_param_66,False,,,,,5,VehicleControlAPI,13,8,45249,666,45915,3995,9.01,0,multi_turn:instance_state_mismatch,Model instance for VehicleControlAPI does not match the state with ground truth instance.
baseline,miss_param,multi_turn_miss_param_68,False,,,,,6,TwitterAPI|VehicleControlAPI,20,14,106559,1205,107764,6374,15.38,0,multi_turn:instance_state_mismatch,Model instance for TwitterAPI does not match the state with ground truth instance.
baseline,miss_param,multi_turn_miss_param_77,True,,,,,4,TwitterAPI|VehicleControlAPI,10,6,48324,586,48910,5260,7.35,0,,
baseline,miss_param,multi_turn_miss_param_82,True,,,,,4,VehicleControlAPI,16,12,59100,1011,60111,4354,12.49,0,,
baseline,miss_param,multi_turn_miss_param_90,False,,,,,5,TwitterAPI|VehicleControlAPI,18,13,95745,1297,97042,6226,16.01,0,multi_turn:irrelevance_error:decoder_success,Model outputs valid function calls when it should not for turn 2.
baseline,miss_param,multi_turn_miss_param_91,False,,,,,3,MessageAPI|VehicleControlAPI,9,6,36571,414,36985,4381,5.23,0,multi_turn:empty_turn_model_response,Model response list is empty for turn 1
baseline,miss_param,multi_turn_miss_param_92,False,,,,,6,VehicleControlAPI,13,7,43349,676,44025,3807,8.55,0,multi_turn:instance_state_mismatch,Model instance for VehicleControlAPI does not match the state with ground truth instance.
baseline,miss_param,multi_turn_miss_param_94,False,,,,,4,VehicleControlAPI,15,11,52921,752,53673,4088,9.61,0,multi_turn:instance_state_mismatch,Model instance for VehicleControlAPI does not match the state with ground truth instance.
baseline,miss_param,multi_turn_miss_param_97,False,,,,,7,MessageAPI|VehicleControlAPI,21,14,97939,1259,99198,5636,16.13,0,multi_turn:instance_state_mismatch,Model instance for MessageAPI does not match the state with ground truth instance.
baseline,miss_param,multi_turn_miss_param_98,True,,,,,4,VehicleControlAPI|MathAPI,13,9,68738,748,69486,5810,9.58,0,,
baseline__run2,base,multi_turn_base_1,True,,,,,4,GorillaFileSystem,13,9,42925,587,43512,3728,10.93,0,,
baseline__run2,base,multi_turn_base_103,True,,,,,5,MessageAPI|TradingBot,13,8,51862,919,52781,4738,14.77,0,,
baseline__run2,base,multi_turn_base_111,True,,,,,4,MessageAPI|TradingBot,11,7,43095,712,43807,4538,10.67,0,,
baseline__run2,base,multi_turn_base_115,True,,,,,4,TradingBot,11,7,32406,611,33017,3404,8.79,0,,
baseline__run2,base,multi_turn_base_117,True,,,,,6,TradingBot,14,8,43836,983,44819,3970,13.21,0,,
baseline__run2,base,multi_turn_base_119,True,,,,,4,TradingBot|TicketAPI,9,5,36150,427,36577,4335,6.55,0,,
baseline__run2,base,multi_turn_base_120,True,,,,,4,TradingBot,10,6,29450,672,30122,3441,9.07,0,,
baseline__run2,base,multi_turn_base_122,True,,,,,5,TradingBot,11,6,33528,667,34195,3560,8.96,0,,
baseline__run2,base,multi_turn_base_127,True,,,,,4,TradingBot,9,5,26233,661,26894,3384,8.99,0,,
baseline__run2,base,multi_turn_base_139,True,,,,,2,TwitterAPI|TradingBot,6,4,25898,260,26158,4484,4.57,0,,
baseline__run2,base,multi_turn_base_140,False,,,,,4,TradingBot|TicketAPI,10,6,41448,679,42127,4681,9.13,0,multi_turn:instance_state_mismatch,Model instance for TicketAPI does not match the state with ground truth instance.
baseline__run2,base,multi_turn_base_144,True,,,,,3,TradingBot|MathAPI,7,4,32508,539,33047,5010,7.41,0,,
baseline__run2,base,multi_turn_base_145,True,,,,,5,MessageAPI|TradingBot,12,7,48319,798,49117,4634,11.13,0,,
baseline__run2,base,multi_turn_base_152,False,,,,,3,TicketAPI|TravelAPI,7,4,32440,695,33135,5029,8.86,0,multi_turn:empty_turn_model_response,Model response list is empty for turn 1
baseline__run2,base,multi_turn_base_153,True,,,,,5,TravelAPI,11,6,40428,994,41422,4377,12.56,0,,
baseline__run2,base,multi_turn_base_154,False,,,,,5,MessageAPI|TravelAPI,11,6,49416,919,50335,5104,11.97,0,multi_turn:instance_state_mismatch,Model instance for TravelAPI does not match the state with ground truth instance.
baseline__run2,base,multi_turn_base_161,True,,,,,3,MathAPI|TravelAPI,6,3,31318,478,31796,5534,6.42,0,,
baseline__run2,base,multi_turn_base_164,False,,,,,4,TravelAPI,8,4,27352,678,28030,3883,8.31,0,multi_turn:execution_response_mismatch,Model response execution results so far does not contain all the ground truth response execution results for turn 0.
baseline__run2,base,multi_turn_base_165,False,,,,,5,TicketAPI|TravelAPI,10,5,45166,707,45873,4982,9.22,0,multi_turn:instance_state_mismatch,Model instance for TravelAPI does not match the state with ground truth instance.
baseline__run2,base,multi_turn_base_169,True,,,,,2,MessageAPI|TravelAPI,7,5,31288,866,32154,5021,10.27,0,,
baseline__run2,base,multi_turn_base_17,True,,,,,3,MessageAPI|GorillaFileSystem,12,9,51082,711,51793,4754,10.05,0,,
baseline__run2,base,multi_turn_base_170,False,,,,,6,TwitterAPI|TravelAPI,11,5,57424,858,58282,5844,11.34,0,multi_turn:instance_state_mismatch,Model instance for TravelAPI does not match the state with ground truth instance.
baseline__run2,base,multi_turn_base_180,False,,,,,6,TicketAPI|TravelAPI,20,14,110151,2498,112649,7217,30.41,0,multi_turn:instance_state_mismatch,Model instance for TravelAPI does not match the state with ground truth instance.
baseline__run2,base,multi_turn_base_186,True,,,,,6,TwitterAPI|TravelAPI,14,8,76664,1189,77853,6294,15.76,0,,
baseline__run2,base,multi_turn_base_190,True,,,,,5,TicketAPI|TravelAPI,12,7,59950,1325,61275,5931,18.32,0,,
baseline__run2,base,multi_turn_base_194,True,,,,,6,TravelAPI,14,8,56628,1653,58281,5069,20.37,0,,
baseline__run2,base,multi_turn_base_197,False,,,,,3,MessageAPI|TravelAPI,14,11,68972,1742,70714,6084,21.29,0,multi_turn:instance_state_mismatch,Model instance for TravelAPI does not match the state with ground truth instance.
baseline__run2,base,multi_turn_base_2,True,,,,,5,TicketAPI|GorillaFileSystem,20,15,96339,1084,97423,5623,18.93,0,,
baseline__run2,base,multi_turn_base_20,True,,,,,2,TwitterAPI|GorillaFileSystem,8,6,38205,498,38703,5085,7.67,0,,
baseline__run2,base,multi_turn_base_22,True,,,,,4,TwitterAPI|GorillaFileSystem,14,10,70133,759,70892,5656,12.18,0,,
baseline__run2,base,multi_turn_base_3,True,,,,,2,GorillaFileSystem,8,6,26124,546,26670,3567,7.68,0,,
baseline__run2,base,multi_turn_base_32,False,,,,,2,GorillaFileSystem|MathAPI,6,4,29971,316,30287,5193,4.77,0,multi_turn:execution_response_mismatch,Model response execution results so far does not contain all the ground truth response execution results for turn 1.
baseline__run2,base,multi_turn_base_33,True,,,,,5,MessageAPI|GorillaFileSystem,13,8,55226,566,55792,4718,9.35,0,,
baseline__run2,base,multi_turn_base_34,False,,,,,2,GorillaFileSystem|MathAPI,6,4,30406,419,30825,5293,5.94,0,multi_turn:execution_response_mismatch,Model response execution results so far does not contain all the ground truth response execution results for turn 1.
baseline__run2,base,multi_turn_base_37,True,,,,,3,GorillaFileSystem,9,6,30113,859,30972,3983,11.05,0,,
baseline__run2,base,multi_turn_base_4,False,,,,,3,TwitterAPI|GorillaFileSystem,9,6,43647,633,44280,5299,9.21,0,multi_turn:instance_state_mismatch,Model instance for TwitterAPI does not match the state with ground truth instance.
baseline__run2,base,multi_turn_base_49,False,,,,,4,GorillaFileSystem|MathAPI,10,6,53052,794,53846,5848,11.26,0,multi_turn:execution_response_mismatch,Model response execution results so far does not contain all the ground truth response execution results for turn 3.
baseline__run2,base,multi_turn_base_55,True,,,,,5,TicketAPI|VehicleControlAPI,16,11,74646,912,75558,5489,13.92,0,,
baseline__run2,base,multi_turn_base_56,True,,,,,3,VehicleControlAPI,13,10,43691,689,44380,3832,15.04,0,,
baseline__run2,base,multi_turn_base_57,True,,,,,2,VehicleControlAPI|MathAPI,6,4,29850,414,30264,5233,5.73,0,,
baseline__run2,base,multi_turn_base_66,False,,,,,4,VehicleControlAPI,12,8,41271,662,41933,3934,15.25,0,multi_turn:instance_state_mismatch,Model instance for VehicleControlAPI does not match the state with ground truth instance.
baseline__run2,base,multi_turn_base_68,True,,,,,5,TwitterAPI|VehicleControlAPI,18,13,93890,941,94831,6054,15.25,0,,
baseline__run2,base,multi_turn_base_77,True,,,,,3,TwitterAPI|VehicleControlAPI,9,6,43294,525,43819,5196,8.08,0,,
baseline__run2,base,multi_turn_base_82,True,,,,,3,VehicleControlAPI,14,11,50321,825,51146,4158,12.16,0,,
baseline__run2,base,multi_turn_base_90,True,,,,,4,TwitterAPI|VehicleControlAPI,17,13,89628,1128,90756,6088,16.9,0,,
baseline__run2,base,multi_turn_base_91,True,,,,,2,MessageAPI|VehicleControlAPI,7,5,28058,340,28398,4261,5.21,0,,
baseline__run2,base,multi_turn_base_92,False,,,,,5,VehicleControlAPI,16,11,57009,1009,58018,4333,14.84,0,multi_turn:instance_state_mismatch,Model instance for VehicleControlAPI does not match the state with ground truth instance.
baseline__run2,base,multi_turn_base_94,True,,,,,3,VehicleControlAPI,14,11,49678,869,50547,4151,12.69,0,,
baseline__run2,base,multi_turn_base_97,True,,,,,6,MessageAPI|VehicleControlAPI,20,14,92480,1182,93662,5565,17.6,0,,
baseline__run2,base,multi_turn_base_98,True,,,,,3,VehicleControlAPI|MathAPI,12,9,62813,636,63449,5654,9.92,0,,
baseline__run2,long_context,multi_turn_long_context_1,False,,,,,4,GorillaFileSystem,10,6,31806,397,32203,3481,6.54,0,multi_turn:instance_state_mismatch,Model instance for GorillaFileSystem does not match the state with ground truth instance.
baseline__run2,long_context,multi_turn_long_context_103,False,,,,,5,MessageAPI|TradingBot,11,6,255975,5416,261391,46212,63.07,0,multi_turn:empty_turn_model_response,Model response list is empty for turn 4
baseline__run2,long_context,multi_turn_long_context_111,True,,,,,4,MessageAPI|TradingBot,11,7,53563,1015,54578,6313,13.29,0,,
baseline__run2,long_context,multi_turn_long_context_115,True,,,,,4,TradingBot,11,7,225338,1461,226799,36890,22.45,0,,
baseline__run2,long_context,multi_turn_long_context_117,False,,,,,6,TradingBot,12,6,298207,7124,305331,53460,78.8,0,multi_turn:empty_turn_model_response,Model response list is empty for turn 5
baseline__run2,long_context,multi_turn_long_context_119,True,,,,,4,TradingBot|TicketAPI,9,5,289180,3328,292508,42803,39.1,0,,
baseline__run2,long_context,multi_turn_long_context_120,True,,,,,4,TradingBot,10,6,223799,746,224545,36659,11.97,0,,
baseline__run2,long_context,multi_turn_long_context_122,True,,,,,5,TradingBot,11,6,43054,1126,44180,5557,19.24,0,,
baseline__run2,long_context,multi_turn_long_context_127,True,,,,,4,TradingBot,9,5,186836,1413,188249,40672,18.32,0,,
baseline__run2,long_context,multi_turn_long_context_139,True,,,,,2,TwitterAPI|TradingBot,6,4,29851,296,30147,8437,5.3,0,,
baseline__run2,long_context,multi_turn_long_context_140,False,,,,,4,TradingBot|TicketAPI,10,6,41097,593,41690,4608,8.81,0,multi_turn:instance_state_mismatch,Model instance for TicketAPI does not match the state with ground truth instance.
baseline__run2,long_context,multi_turn_long_context_144,False,,,,,3,TradingBot|MathAPI,6,3,90842,8566,99408,36565,91.58,0,multi_turn:empty_turn_model_response,Model response list is empty for turn 2
baseline__run2,long_context,multi_turn_long_context_145,True,,,,,5,MessageAPI|TradingBot,13,8,412902,1467,414369,38419,20.23,0,,
baseline__run2,long_context,multi_turn_long_context_152,False,,,,,3,TicketAPI|TravelAPI,8,5,56454,1100,57554,8151,13.69,0,multi_turn:empty_turn_model_response,Model response list is empty for turn 1
baseline__run2,long_context,multi_turn_long_context_153,False,,,,,5,TravelAPI,9,4,37715,932,38647,5262,11.79,0,multi_turn:empty_turn_model_response,Model response list is empty for turn 3
baseline__run2,long_context,multi_turn_long_context_154,False,,,,,5,MessageAPI|TravelAPI,11,6,62885,1213,64098,7990,25.49,0,multi_turn:execution_response_mismatch,Model response execution results so far does not contain all the ground truth response execution results for turn 1.
baseline__run2,long_context,multi_turn_long_context_161,True,,,,,3,MathAPI|TravelAPI,6,3,31317,482,31799,5534,6.86,0,,
baseline__run2,long_context,multi_turn_long_context_164,False,,,,,4,TravelAPI,9,5,31404,887,32291,4093,16.07,0,multi_turn:execution_response_mismatch,Model response execution results so far does not contain all the ground truth response execution results for turn 0.
